V1	V2	V3	V4	V5	V6	V7	V8	feature_tmp_anno_homer_anchor1	feature_tmp_anno_homer_anchor2	feature_tmp_ATAC-seq-WT-hct116.peaks.txt_anchor1	feature_tmp_ATAC-seq-WT-hct116.peaks.txt_anchor2	feature_tmp_H3k4me3StdHotspotsRep1.broadPeak_anchor1	feature_tmp_H3k4me3StdHotspotsRep1.broadPeak_anchor2	feature_tmp_HCT-H3k36me3_anchor1	feature_tmp_HCT-H3k36me3_anchor2	feature_tmp_HCT-H3k4me2_anchor1	feature_tmp_HCT-H3k4me2_anchor2	feature_tmp_HCT-H3k79me2_anchor1	feature_tmp_HCT-H3k79me2_anchor2	feature_tmp_HCT-H3k9ac_anchor1	feature_tmp_HCT-H3k9ac_anchor2	feature_tmp_HCT-H3k9me3_anchor1	feature_tmp_HCT-H3k9me3_anchor2	feature_tmp_Hct116CtcfStdPkRep1.narrowPeak_anchor1	feature_tmp_Hct116CtcfStdPkRep1.narrowPeak_anchor2	feature_tmp_Hct116Elf1V0422111PkRep2.broadPeak_anchor1	feature_tmp_Hct116Elf1V0422111PkRep2.broadPeak_anchor2	feature_tmp_Hct116H3k27acUcdPk.narrowPeak_anchor1	feature_tmp_Hct116H3k27acUcdPk.narrowPeak_anchor2	feature_tmp_Hct116H3k4me1UcdPk.narrowPeak_anchor1	feature_tmp_Hct116H3k4me1UcdPk.narrowPeak_anchor2	feature_tmp_Hct116JundV0422111PkRep2.broadPeak_anchor1	feature_tmp_Hct116JundV0422111PkRep2.broadPeak_anchor2	feature_tmp_Hct116MaxV0422111PkRep2.broadPeak_anchor1	feature_tmp_Hct116MaxV0422111PkRep2.broadPeak_anchor2	feature_tmp_Hct116Yy1sc281V0416101PkRep2.broadPeak_anchor1	feature_tmp_Hct116Yy1sc281V0416101PkRep2.broadPeak_anchor2	feature_tmp_MethylRrbsHct116StanfordSitesRep2.bedRrbs_anchor1	feature_tmp_MethylRrbsHct116StanfordSitesRep2.bedRrbs_anchor2	feature_tmp_RNA-seq-peaks.txt_anchor1	feature_tmp_RNA-seq-peaks.txt_anchor2
chr10	28361357	28362745	chr10	28463994	28478267	loop_name_773	1	256	99895	0	0	0	39.77986	3.29385	2.75882	3.89862	32.94699	0	35.0302	2.87061	28.7972	0	0	0	30	0	0	3.27564	56.18663	2.6533	28.49208	0	0	0	169.06	0	0	0	0	0	82
chr19	16681683	16684704	chr19	17377594	17380222	loop_name_774	1	1	723	0	0	140.612	129.778	0	3.81944	49.48799	36.02099	12.77329	10.36619	74.69751	39.33274	0	0	0	0	332.15	0	7.90926	2.38855	5.87252	0	0	0	0	0	550.34	2435.25	1167818337	69519044	0	467
chr8	74882954	74885117	chr8	75230715	75234974	loop_name_775	2	107	751	0	0	145.393997	106.655998	0	0	35.89726	25.24415	13.22389	7.37704	59.16072	16.32	0	0	0	18	0	0	5.63555	4.33504	3.37557	0	0	0	0	361.67	940.53	270.54	1123266341	5717745564	85	0
chr17	16913054	16915631	chr17	16929977	16936959	loop_name_776	1	22700	12606	0	0	5.5851	24.8531	0	0	0	25.07962	0	0	0	32.40786	0	0	25	11	0	0	12.44992	5.81142	0	5.48604	0	0	0	207.23	0	304.33	0	67733941	0	0
chr1	169749068	169751847	chr1	169762661	169765657	loop_name_777	3	13372	19	0	0	4.97916	138.494003	0	0	14.9	23.58192	0	8.47334	11.36228	29.81851	0	0	0	0	0	414.22	8.63553	3.18151	6.55188	0	618.42	0	118.15	0	226.68	908.25	0	3904574756	0	213
chrX	23899831	23905413	chrX	23917177	23921262	loop_name_778	3	23435	6837	0	0	12.14123	4.98984	0	0	22.62938	9.5323	0	9.97053	25.52349	14.56362	0	0	0	39	0	0	27.48911	12.25268	27.02443	28.24391	0	0	439.21	0	0	0	0	71756157	0	0
chr10	105109631	105111863	chr10	105504370	105506714	loop_name_779	1	144	995	0	0	122.355003	13.19836	0	0	20.05804	15.8538	7.6214	0	47.60058	8.35301	0	0	8	14	0	0	5.26921	2.02421	0	2.73595	0	275.78	145.03	0	331.11	494.24	4624869714	0	83.5	0
chr6	2985944	2991563	chr6	3067159	3070542	loop_name_780	3	553	100	46	40	77.219398	95.166397	0	0	31.8118	33.82546	2.27305	11.90485	33.31277	41.54318	0	0	88	19	0	257.11	9.80323	15.98257	4.4839	0	0	0	0	101.6	3763.32	749.24	95655479	285409388	43.5	0
chr5	68512425	68515982	chr5	68627296	68629612	loop_name_781	1	631	89	0	0	132.330994	122.884003	0	0	32.95194	22.94528	4.83395	4.87999	40.77873	16.36985	0	0	7	0	0	0	8.63353	5.3875	8.61998	5.72119	0	0	0	567.86	1129.91	265.84	1438788024	2058857277	105	0
chr15	40855958	40858652	chr15	41134013	41141220	loop_name_782	1	49	895	0	0	125.108002	109.855026	0	22.58925	26.74633	37.55683	7.16015	9.99889	33.92537	28.15127	0	0	0	0	0	0	11.20738	12.38448	0	6.18331	0	0	0	107.97	0	194.23	245142482	4360456310	0	265
chr1	84717579	84721257	chr1	84892353	84895834	loop_name_783	3	44631	20060	0	42.5	3.55959	0	0	8.18451	14.87934	10.50436	0	0	10.32638	6.01377	0	6.24807	0	0	0	0	6.33566	11.34955	6.41914	3.41535	355.56	0	0	0	615.86	0	0	0	0	0
chr9	112238277	112241962	chr9	112258423	112262398	loop_name_784	1	20473	182	0	0	18.12333	93.702003	0	0	16.05986	47.02972	16.26554	4.83395	8.02923	20.84384	0	0	0	0	0	0	6.62102	5.22712	5.60012	4.32982	0	0	0	0	0	405.2	673443955	9991230454	0	0
chr9	37783806	37786241	chr9	37798858	37803216	loop_name_785	4	65	254	0	0	147.261993	130.376007	0	2.80211	24.58386	27.65685	14.70796	21.93885	35.62587	34.71166	0	0	21	0	299.32	0	6.86571	9.49973	3.80795	2.93167	0	0	249.58	108.66	1390.83	840.89	2229316845	2570469380	316	48.5
chr11	116657557	116659914	chr11	117013611	117017046	loop_name_786	1	18	329	0	0	130.641998	138.395996	0	0	30.04096	23.58192	10.73831	19.30348	44.67389	18.73692	0	0	0	13	0	0	2.70369	6.40099	0	0	0	0	0	0	874.68	814.07	933270855	5031656380	43.5	0
chr2	8815242	8826583	chr2	9345528	9348790	loop_name_787	1	1078	265	0	0	213.743805	134.261101	7.38343	0	65.95816	52.80938	20.00247	15.08509	59.514	36.76648	0	0	115	56	350.82	0	34.58056	14.60615	4.85081	0	0	0	528.58	0	1555.28	302.4	1261763878	1888104473	1283	47.5
chr11	67763142	67766115	chr11	67793861	67799335	loop_name_788	1	6966	1486	0	0	11.3672	135.019153	0	0	25.2576	19.78989	0	16.55656	10.6944	62.74528	0	5.87517	0	0	0	0	3.27392	11.68431	9.51221	11.21797	0	451.8	0	0	0	2989.2	0	2237318414	94.5	88.5
chr17	49196688	49201303	chr17	49229168	49232685	loop_name_789	9	770	7	0	13	135.445999	140.593994	0	0	46.06727	21.4366	11.03232	20.34689	80.10589	30.01185	0	0	17	120	0	0	11.97739	3.40901	6.16112	2.44329	0	0	0	264.46	1252.69	1003.97	3935849959	1624618849	326	129
chr10	114090173	114094687	chr10	114161786	114166605	loop_name_790	1	23923	28240	0	0	11.59509	2.60563	0	13.99175	13.01103	7.47866	0	9.48302	14.39606	7.33725	0	0	0	0	0	0	7.80229	15.16922	3.91262	9.3652	0	380.24	0	0	163.93	162.33	0	0	0	0
chr17	16254889	16257479	chr17	18216708	18219744	loop_name_791	1	628	180	0	0	123.807999	147.854996	0	6.0438	42.44008	18.67342	12.53778	16.60465	61.53338	34.82148	0	2.47439	7	0	0	559.46	7.49609	4.12448	0	0	0	0	125.04	241.35	434.57	2996.22	1170479443	1002026386	115	126
chr6	106771657	106775934	chr6	107076116	107078877	loop_name_792	1	101	56	0	0	141.774994	159.033997	0	0	14.68782	24.87632	14.81097	16.0026	35.54251	44.72142	0	0	0	0	250.6	0	7.47186	3.74914	3.99602	0	0	0	188.06	0	1201.25	3100	3416753497	2034474251	150	92.5
chr7	100780315	100784864	chr7	101928722	101931936	loop_name_793	1	12220	175	0	0	12.1787	118.777	0	0	35.97447	64.38342	0	11.36944	21.04762	51.4427	0	0	45	10	0	0	18.04172	16.72639	28.77488	21.20779	367.4	0	136.23	0	390.18	291.22	302344995	9887235709	231	0
chr19	50378310	50383352	chr19	51865021	51872687	loop_name_794	1	149	818	0	0	124.161003	144.646762	5.76821	0	35.99787	51.97083	15.8141	26.57049	46.4617	66.10196	0	0	0	0	0	0	5.84686	13.81089	3.5444	3.42438	0	170.43	0	0	3100	591.49	1309902083	518704595	160	115
chr18	47765191	47769903	chr18	47812771	47814926	loop_name_795	2	25345	843	0	0	0	145.389999	11.43259	0	11.51165	25.45795	0	6.38611	3.33457	37.43422	3.94139	0	0	35	0	149.8	6.45866	3.51972	0	0	614.6	0	0	0	156.07	3386.69	0	908462871	0	0
chr9	132174171	132178224	chr9	132220652	132224356	loop_name_796	2	74741	28435	0	0	75.957397	68.834671	0	0	62.46253	25.26675	0	0	64.30338	23.28856	0	0	0	0	0	0	15.91251	32.84735	10.35889	16.25515	0	0	0	0	0	424.77	10838440218	6346683496	0	0
chr11	70048025	70051376	chr11	70114744	70118162	loop_name_797	1	432	353	0	0	141.063995	123.954002	3.31392	0	21.85084	67.199	11.68632	20.26802	59.50505	57.64814	0	0	0	0	193.26	0	6.7838	12.49428	0	0	0	0	0	0	246.97	448.58	3362379103	9395663725	0	0
chr1	168364739	168371010	chr1	168387135	168390575	loop_name_798	1	23113	3039	0	9	2.20723	0	0	0	13.17709	6.37592	0	0	0	0	0	0	0	0	0	0	7.46856	3.9116	3.8035	5.40855	148.86	0	0	0	0	0	336733504	0	0	0
chr20	60638054	60642852	chr20	60695181	60698735	loop_name_799	4	413	559	0	0	117.146202	145.721405	6.4708	0	47.37317	65.95626	9.17437	4.77889	34.74098	51.42387	0	0	5	0	0	0	15.27618	13.60215	0	0	0	0	0	364.31	3358.01	536.97	10854712981	6069748481	20	25.5
chr6	27197985	27199513	chr6	27341152	27344319	loop_name_800	1	16753	322	0	0	33.925499	117.834999	0	0	13.83769	29.65483	0	0	7.2735	22.87192	0	0	0	14	0	0	5.14407	5.16206	0	3.79688	0	0	134.14	0	168.49	575.68	163190916	246083093	288	0
chr15	93440480	93451758	chr15	93462858	93466593	loop_name_801	3	1510	17097	0	0	101.922553	5.15123	14.64022	8.52169	36.61911	12.35514	68.7377	15.96528	54.7771	9.68107	0	0	30	0	304.33	0	21.88968	4.12371	7.25178	3.31694	190.86	463.11	141.34	0	5211.66	120.34	1121372018	0	1196	0
chr17	74090083	74092116	chr17	74665954	74669661	loop_name_802	1	3057	202	13.5	0	5.00526	149.281716	7.1719	0	5.41147	22.70549	0	0	5.73634	46.09343	0	0	0	0	0	0	3.48617	4.24478	2.88267	2.20204	0	0	0	0	0	295.65	0	1269357002	181	0
chr7	138718762	138722615	chr7	140096799	140098852	loop_name_803	1	86	524	0	0	101.520291	143.397231	6.27518	0	37.21812	16.3552	13.9271	16.68609	49.69254	49.26628	0	0	0	0	0	0	9.26752	4.46818	4.07066	4.66058	0	0	342.96	101.48	960.98	538.92	6242425207	6864809464	149	0
chr7	101512273	101515382	chr7	101738770	101742803	loop_name_804	1	52946	187566	0	0	8.45272	6.04864	0	0	13.4305	18.25108	8.69669	3.15628	11.27313	22.6093	0	0	44	0	0	0	6.18351	21.70837	14.18017	18.75961	0	153.81	179.11	0	0	0	406054354	1017403114	0	97.5
chr7	130622920	130631145	chr7	130665799	130669494	loop_name_805	1	28810	69424	0	32	20.6371	0	27.73608	2.53359	23.89384	3.05964	14.17312	22.33175	25.07174	9.99932	0	0	0	62	0	0	23.19364	5.87019	22.22901	4.27086	0	0	0	0	0	0	130625992	0	0	0
chr1	227001753	227004061	chr1	228288388	228293229	loop_name_806	1	55366	354	0	0	0	92.237297	0	3.22775	16.03423	25.79375	0	15.64861	22.01064	41.74773	0	0	0	14	0	0	2.91449	8.82743	3.29371	0	293.89	0	447.77	0	406.24	583.55	0	16208625080	0	0
chr11	33756768	33758637	chr11	34673539	34677663	loop_name_807	1	322	21590	0	0	123.629997	6.40941	0	10.49834	18.53544	10.49197	20.61612	3.19503	45.85631	13.0092	0	0	6	8	0	0	4.91079	2.93291	0	5.19296	0	192.76	0	220.61	406.24	384.14	1350309859	0	0	0
chr12	56074420	56076824	chr12	56650081	56653373	loop_name_808	1	292	416	0	0	118.817001	122.690002	0	3.95873	28.22592	35.98853	6.26148	9.62145	24.72476	37.8009	0	0	70	53	0	0	4.02963	3.99875	0	7.04664	0	0	0	0	497.49	303.78	0	3795684106	62	0
chr17	38655530	38657983	chr17	39947480	39951438	loop_name_809	1	1097	6439	0	0	112.128998	27.933619	0	0	40.03124	29.57688	10.48002	0	22.35779	21.56482	0	0	10	0	0	0	7.99119	13.20982	20.50747	10.17476	0	0	296.06	0	166.7	221.15	193279451	119851759	0	0
chr2	235110734	235113479	chr2	235165575	235169079	loop_name_810	1	152761	195912	0	0	10.84043	8.36879	0	2.30409	13.39124	14.85362	0	0	6.44068	10.20375	0	2.28422	0	51	0	0	2.76069	3.38746	2.87755	3.62014	1174.72	174.53	227.92	403.32	165.99	386.82	0	0	0	0
chr19	1234228	1255487	chr19	1441729	1447896	loop_name_811	1	3109	5335	0	0	220.937099	53.293069	54.77183	12.2109	184.7887	53.98217	73.33544	17.37275	188.04578	21.96208	0	0	232	119	0	0	89.99226	7.08426	29.7602	15.92858	0	0	166.23	376.05	1745.41	128.14	752772501	212538793	379	0
chr8	95131336	95133565	chr8	95730154	95733982	loop_name_812	1	88364	35	0	0	93.815903	142.600998	0	0	32.33006	18.20802	0	8.76061	13.35988	44.49442	0	0	119	0	0	0	3.73612	10.17718	0	7.46263	0	0	0	0	787.89	2854.13	95132012	2489032852	0	60
chr17	39956134	39958591	chr17	41115371	41118715	loop_name_813	1	11088	528	0	0	23.6591	188.503994	0	0	16.39726	38.38164	0	12.25499	15.49143	54.77323	0	0	111	0	0	0	6.53044	6.47315	10.13725	0	0	0	0	210.46	489.23	1577.49	79915255	0	0	77.5
chr2	227617696	227628770	chr2	227635784	227639830	loop_name_814	8	40273	25699	0	0	27.43921	0	12.73365	15.33066	41.49412	8.90471	24.40838	7.08656	48.42613	7.71156	0	0	9	0	0	100.39	23.80006	10.32678	19.62754	9.50556	1329.65	0	422.43	0	519.22	0	0	0	0	0
chr2	224324177	224327249	chr2	224440771	224443103	loop_name_815	3	141504	25280	0	0	8.42595	2.14003	0	0	19.18923	9.78802	0	0	7.31122	4.20154	2.76676	0	20	0	0	0	4.25319	5.91043	2.94853	3.85018	340.39	197.05	0	0	105.75	237.35	0	0	0	0
chr19	13066593	13069589	chr19	14199870	14204058	loop_name_816	1	23	577	0	0	120.908997	98.226299	0	2.74488	22.25068	53.5031	10.01459	0	55.20198	35.01103	0	4.9027	0	37	0	0	6.47354	11.21953	0	7.50889	0	0	156.13	0	3206.76	0	313626129	3010678262	546	126
chr4	75541717	75568785	chr4	75607170	75609323	loop_name_817	1	74660	111649	9.5	0	15.17247	3.55959	14.97676	0	54.43712	10.03276	53.30824	0	51.13019	3.12888	6.37246	0	38	0	0	0	35.38331	6.88697	43.40937	4.58975	2754.74	0	286.05	0	783.79	251.39	0	0	0	0
chr13	100630866	100637043	chr13	101084593	101088930	loop_name_818	2	55	46507	0	0	124.543591	3.94982	5.31673	0	72.81543	16.03401	15.07708	0	79.93404	6.18645	0	0	0	0	0	0	44.57204	10.2192	4.01819	6.0704	0	166.96	504.65	0	286.89	0	18013427347	0	0	0
chr10	32164487	32168544	chr10	32184620	32188245	loop_name_819	2	31338	11421	0	0	6.02172	4.41493	3.63093	4.66042	9.79411	11.889	13.04886	21.18765	10.8981	9.21298	0	0	0	0	0	0	4.63262	5.18484	8.40443	3.98089	0	0	0	0	0	0	0	0	0	0
chr7	150754197	150761383	chr7	151383272	151387004	loop_name_820	1	1133	48262	0	0	128.436996	12.7868	7.20884	0	42.49519	21.19338	40.09577	0	31.56728	15.89478	0	0	39	0	0	0	15.52096	5.5712	24.81533	8.4533	0	225.74	164.99	0	1082.43	211.57	12663564332	1059707350	0	0
chr19	12892067	12908201	chr19	12911109	12914057	loop_name_821	8	2176	141	0	0	97.844331	93.285896	0	7.63889	105.2723	42.79201	14.7554	16.24196	91.41629	45.27731	0	0	110	6	0	0	14.13102	5.20359	22.75906	0	254.14	0	265.32	187.17	2276.81	191.58	3044868355	800575986	1946	211
chr3	178786962	178790653	chr3	179321277	179323817	loop_name_822	1	848	28	0	74	123.209	155.427002	0	0	26.93912	25.41115	11.34718	22.57439	19.56313	52.84313	0	0	38	0	0	249.17	3.74962	3.81992	3.66958	0	0	0	324.84	0	402.29	3100	10727377123	1793224329	0	0
chr18	68028613	68054513	chr18	68096417	68100297	loop_name_823	15	10264	46530	0	0	76.798599	0	15.01092	0	85.08382	8.11067	19.38465	0	99.41739	10.7365	0	0	0	0	160.76	0	48.89443	5.07347	37.51132	3.80697	1355.65	0	714.76	0	193.69	0	340261412	408585258	108	0
chr5	92493501	92502810	chr5	92761466	92763412	loop_name_824	1	408893	144610	0	0	23.36225	0	3.01838	0	12.73568	0	2.80788	0	18.40619	0	0	0	0	0	0	0	33.0674	3.5215	16.50558	10.22194	1302.91	0	227.17	0	0	0	92494113	0	108	0
chr7	148579362	148583392	chr7	148767253	148771122	loop_name_825	1	64	18681	0	0	123.715973	121.581001	0	12.05233	36.52812	27.56079	26.63169	13.3471	46.19851	27.25002	0	0	0	81	0	132.21	18.80073	6.67068	3.82876	3.18775	0	0	591.39	0	450.7	530.5	19612706720	2380305638	97	91.5
chr1	959012	961731	chr1	1237447	1246372	loop_name_826	1	4869	1359	9	0	10.6574	195.3815	12.05269	3.23679	37.44301	77.19771	15.81447	22.10804	17.01566	73.99835	0	0	0	77	0	0	8.54917	30.59445	5.38364	5.88765	0	0	0	270.28	149.82	835.45	20168238	299647088	0	0
chr17	38209290	38211827	chr17	38253110	38258891	loop_name_827	1	330	977	0	0	141.076996	140.641998	0	7.95894	20.99487	30.27446	5.39601	13.20872	39.69393	67.85447	0	0	0	0	0	0	2.70799	11.22334	0	6.08703	0	0	0	899.86	3100	1075.33	0	2410130604	74	114
chr12	1770815	1773816	chr12	1798678	1802048	loop_name_828	3	2770	116	0	0	83.772842	143.210007	0	0	47.62337	25.24898	0	13.65427	18.79637	43.29985	0	0	67	0	0	1010.8	3.57307	3.95805	0	3.13395	0	0	728.75	245.37	434.07	164.41	62016661	52212016	0	0
chr5	137798525	137802890	chr5	138676839	138679626	loop_name_829	1	473	110	9.5	0	105.464996	142.781998	7.9994	0	41.34638	29.80915	9.48396	12.50645	43.11835	46.28511	0	0	80	49	0	0	11.40786	11.44063	0	7.01156	390.55	0	0	232.45	459.39	513.83	14331257029	0	0	0
chr1	858642	861123	chr1	898987	903729	loop_name_830	1	1238	519	0	0	48.996399	102.949997	0	8.36531	27.95285	28.15261	0	14.14221	17.01566	44.58739	0	0	0	0	0	0	13.28579	19.95425	0	5.19383	0	0	108.4	163.19	354.78	456.12	121210377	79375893	0	147
chr17	46619103	46621890	chr17	46686164	46697465	loop_name_831	1	1216	486	0	0	50.405201	109.407002	0	0	17.51385	27.1091	0	38.31601	13.87356	56.12097	0	0	0	134	0	0	4.85064	16.80749	0	2.15093	0	0	0	0	0	1210.01	5454598281	7377114092	24	101
chr19	46193669	46197413	chr19	46364774	46367463	loop_name_832	1	33	429	0	0	118.192001	134.878006	0	0	31.77302	29.98444	25.35699	18.87726	49.75489	55.87854	0	0	124	61	0	0	3.14003	3.88428	0	0	0	0	0	0	588.96	3226.26	600556579	973698427	0	0
chr17	79449772	79452654	chr17	79677157	79681936	loop_name_833	1	28612	281	0	0	40.635761	113.097	0	6.79683	24.91316	46.75073	0	12.88413	27.94542	42.91595	0	0	137	39	0	0	4.32498	10.82678	0	6.90061	0	0	0	296.08	589.08	190.9	3654748938	8127292062	0	123.5
chr2	10181575	10184678	chr2	10196519	10199599	loop_name_834	1	401	13687	0	0	14.9161	26.982401	0	0	16.56465	18.6171	0	0	8.70569	6.2927	6.24738	0	0	0	0	0	12.08014	3.13023	0	9.93504	0	0	935.8	0	149.82	0	865625417	132577499	0	0
chr8	141127497	141130466	chr8	141246419	141250510	loop_name_835	1	18348	137831	63.5	0	2.84981	23.4335	0	0	16.35619	22.39156	0	2.50525	3.50511	7.5217	0	0	0	10	0	0	2.46555	11.05435	4.91173	9.85352	0	391.32	0	0	0	304.92	0	1553736110	0	0
chr12	65902270	65906906	chr12	65910074	65915707	loop_name_836	8	46503	38200	0	0	8.69217	0	0	2.98176	11.15814	12.01267	0	0	18.33025	18.03954	0	5.2325	0	9	0	0	8.92078	11.3558	8.0287	11.11912	0	0	222.77	0	298.21	0	0	0	0	0
chr3	171858214	171861476	chr3	172427269	172430895	loop_name_837	1	101501	74	0	0	2.86878	145.921997	0	0	7.95805	33.20657	10.49346	4.62057	4.20089	30.3446	0	0	0	85	115.01	0	2.98956	6.17922	4.78569	4.43549	0	0	0	0	186.03	461.59	0	1379429434	0	34
chr6	26101135	26106669	chr6	27123974	27126349	loop_name_838	1	274	9757	0	0	51.043301	35.67121	0	0	18.45379	15.66144	0	0	15.00566	10.4386	0	0	21	38	0	0	10.63589	4.78435	4.8083	0	199.44	0	0	123.64	965.69	121.18	391565666	0	1600	30
chr6	56775067	56778352	chr6	56791907	56793958	loop_name_839	2	42716	26493	0	0	5.69962	4.26938	0	0	11.50974	11.77944	15.34134	9.99586	8.81332	5.3782	0	0	0	12	0	0	4.78959	4.57801	17.86482	8.34571	268.44	0	0	0	0	0	0	0	0	0
chr5	92633829	92637803	chr5	92761466	92763412	loop_name_840	1	271233	144610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.67595	3.5215	0	10.22194	0	0	0	0	0	0	0	0	0	0
chr10	114132665	114157165	chr10	114257307	114261653	loop_name_841	3	8959	52176	19	0	68.040081	0	26.55924	6.16236	60.98386	14.55564	69.49438	14.0457	62.57133	11.7186	0	0	13	0	0	0	54.42175	7.96787	41.17849	3.1501	304.36	0	427.73	101.96	2264.69	0	342413640	0	849	0
chr6	30773465	30791437	chr6	30849338	30855614	loop_name_842	3	15985	149	0	0	36.79724	118.635002	0	0	65.91321	39.53778	3.33959	18.77777	74.77779	40.16353	0	0	58	0	333.79	0	24.01327	37.42697	39.69478	14.29399	182.17	0	505.61	0	1117.69	122.33	215436385	1511761235	888	177
chr7	116227067	116232015	chr7	116337815	116349017	loop_name_843	1	25333	30972	0	0	22.013901	22.83483	0	31.07122	14.59944	30.39952	0	22.51258	3.28431	40.19573	0	0	47	0	0	0	10.43927	21.81126	10.81062	21.03807	0	498.26	0	0	0	233.27	0	0	0	972
chr16	28832793	28838159	chr16	29825588	29838269	loop_name_844	1	1107	214	0	0	124.909378	176.870291	6.17562	6.93771	24.68757	68.65417	28.82065	31.95616	69.35495	78.87387	0	0	9	125	0	0	10.06561	33.47172	3.74984	13.64266	0	0	178.15	0	881.66	3461.94	3719702133	1789689980	0	786
chr10	112287927	112292613	chr10	114132665	114157165	loop_name_845	1	32645	8959	0	19	118.489727	68.040081	0	26.55924	29.64279	60.98386	8.84081	69.49438	20.5061	62.57133	0	0	9	13	0	0	8.78636	54.42175	13.68312	41.17849	0	304.36	0	427.73	547.17	2264.69	1684352825	342413640	0	849
chr4	75185245	75188250	chr4	75718451	75722637	loop_name_846	1	12561	648	0	0	14.40003	102.929001	0	0	23.65941	30.29877	8.64003	0	12.63856	18.2675	0	0	37	92	0	0	9.33773	7.01588	8.936	6.51646	278.29	0	273.3	331.95	455.47	319.22	0	908635572	0	51
chr16	30661563	30663914	chr16	30912451	30916458	loop_name_847	1	551	6527	0	0	124.022003	31.307669	0	0	29.79379	49.76273	5.46459	0	48.89917	24.32335	0	0	48	14	0	0	10.1165	4.99169	0	4.93248	0	0	0	0	3437.74	245.32	1563773741	1391122353	67	0
chr17	80230170	80232793	chr17	80248966	80251705	loop_name_848	5	112	354	0	0	99.444099	113.869821	0	0	49.9632	29.26431	28.82918	9.39183	42.13634	44.50015	0	0	0	0	0	0	7.7907	10.42906	0	0	0	0	0	0	1540.48	816.37	7782444776	3210028750	114	0
chr1	36021669	36025538	chr1	36105784	36109153	loop_name_849	1	211	24	0	12.5	141.167999	147.011993	0	0	21.87728	17.22067	12.10951	24.01696	35.4702	34.5727	0	3.7223	0	0	0	0	7.16749	8.32969	0	0	0	0	0	0	3100	287.73	1981277990	1010995727	0	368
chr1	197113620	197117416	chr1	197169215	197172247	loop_name_850	1	306	139	0	0	133.113007	141.451996	0	0	24.18062	21.00541	12.19945	10.0622	38.97084	16.628	0	0	0	0	0	0	4.22843	6.95319	0	0	0	0	0	0	389.62	545.82	8278856955	7492474062	0	0
chr2	232645148	232647718	chr2	234154967	234158544	loop_name_851	1	52	3461	0	0	137.298996	10.6574	0	0	20.10433	12.01154	6.85179	0	12.15853	6.9215	0	0	0	0	0	0	3.37152	7.48771	0	5.16721	0	673.73	0	0	569.62	306.69	10003763922	0	97	0
chr16	768334	773130	chr16	775023	781543	loop_name_852	3	410	1037	0	0	86.361801	91.085503	3.2354	3.98203	21.93995	36.99017	6.06849	19.62286	62.896	67.54747	0	0	68	0	0	0	21.69724	20.83715	5.09814	0	0	0	821.92	259.86	551.96	112.86	121869132	131416320	130	219
chr1	23702497	23705646	chr1	23879726	23889598	loop_name_853	1	7715	1623	0	0	2.84981	184.700075	0	3.00534	15.63275	44.804	0	8.80026	5.52203	51.54154	0	0	0	15	0	0	19.31966	21.74592	16.28705	23.13389	0	0	113.32	295.23	0	1318.73	23704711	2292783053	0	492
chr2	226977572	227004136	chr2	227617696	227628770	loop_name_854	7	16656	40273	62.5	0	17.96815	27.43921	16.37847	12.73365	64.00806	41.49412	50.84583	24.40838	95.83864	48.42613	0	0	7	9	0	0	64.67742	23.80006	41.0241	19.62754	3028.55	1329.65	785.86	422.43	949.72	519.22	0	0	0	0
chr2	62689001	62693257	chr2	62998473	63003858	loop_name_855	1	42475	67134	0	0	0	0	0	6.70214	9.60494	15.38735	0	25.36243	3.83639	9.08901	0	0	0	41	0	0	5.31251	4.55725	6.82076	4.59076	0	0	0	0	0	0	0	0	0	0
chr6	56506336	56509517	chr6	56572743	56584112	loop_name_856	2	233	70734	0	0	0	21.07146	6.7266	11.09764	5.31249	47.12222	2.32927	33.80489	0	21.12414	0	4.33517	0	20	0	108.34	4.02293	22.2582	3.81836	30.06803	0	1398.55	0	304.65	0	393.17	0	0	0	0
chr16	69102304	69108982	chr16	69138584	69142012	loop_name_857	2	33824	169	0	0	19.2242	116.982002	0	7.29356	29.26859	75.12987	0	17.61449	21.76673	42.73701	0	0	0	28	0	0	26.30918	13.67594	21.54975	12.17909	347.45	0	332.96	166.36	721.16	443.46	0	5392960108	21	0
chr9	130726654	130732635	chr9	130952421	130956591	loop_name_858	2	13167	123	0	0	11.47291	124.130997	0	2.53359	22.92559	51.5729	19.51287	12.18414	9.80005	49.95836	0	0	10	70	0	0	10.13237	9.61598	14.01748	3.76395	0	0	0	424.77	356.68	763.93	0	3404799103	29	21.5
chr1	212733111	212736235	chr1	212780384	212784144	loop_name_859	2	4003	294	0	0	13.23336	117.735001	0	0	31.45237	33.41735	0	10.34059	9.25686	68.26043	3.56122	0	0	22	0	0	5.99407	10.79789	2.55665	0	319.3	0	285.68	0	149.56	1061.56	0	12554112458	0	0
chr6	41512444	41515387	chr6	43393717	43396794	loop_name_860	1	65	36	0	0	128.186996	146.733002	0	0	56.57988	11.03176	11.48075	3.74664	61.29904	31.81288	0	0	0	25	0	118.38	7.82955	6.443	0	5.90626	0	0	220.68	0	531.12	0	3736312610	867902647	0	0
